,time,x,y,psi,vx,vy,r,steer,D,real_ax,real_ay
0,0.0,-0.0,0.0,2.549213764505615,20.914033889770508,0.03364359214901924,-0.016419999301433563,0.0007191157171036991,-0.2544607013463974,-0.2094999998807907,0.21940000355243683
1,0.040000000000020464,-0.6895751953125,0.47430419921875,2.548681793050995,20.925580978393555,0.040598802268505096,-0.015479999594390392,0.0010948900225642253,-0.2710384391248226,0.33869999647140503,-0.48590001463890076
2,0.08000000000004093,-1.379486083984375,0.9485015869140625,2.548224744634857,20.920303344726562,0.033279772847890854,-0.01133000012487173,0.0014567613397666278,-0.3068199969828129,-0.23999999463558197,-0.17170000076293945
3,0.12000000000000455,-2.069549560546875,1.422332763671875,2.5478647921850586,20.92394256591797,0.04012901708483696,3.9999998989515007e-05,0.0018078237079392665,-0.2567338988184929,0.31060001254081726,-0.4828999936580658
4,0.160000000000025,-2.759765625,1.8962249755859375,2.5475837562849426,20.92572593688965,0.03835980221629143,-0.0024399999529123306,0.0021178650729462784,-0.28973892554640773,-0.1915999948978424,-0.7656999826431274
5,0.19999999999998863,-3.450225830078125,2.3703460693359375,2.547525760965576,20.924299240112305,0.03873036801815033,-0.016680000349879265,0.0024037054816958454,-0.2980285793542862,0.13750000298023224,0.12620000541210175
6,0.2400000000000091,-4.140716552734375,2.8444061279296875,2.547489759760132,20.927608489990234,0.0402492880821228,-0.0029899999499320984,0.0026059938925820304,-0.29381610341370107,-0.0892999991774559,-0.13439999520778656
7,0.28000000000002956,-4.831207275390625,3.31854248046875,2.5475527618696594,20.926111221313477,0.04116744175553322,0.008349999785423279,0.002879624331911965,-0.27348787821829323,0.15230000019073486,0.42750000953674316
8,0.3199999999999932,-5.52154541015625,3.7926788330078125,2.5477347944548034,20.92467498779297,0.04198046028614044,0.005739999935030937,0.00311402359958232,-0.2757267583161593,-0.14910000562667847,0.33869999647140503
9,0.36000000000001364,-6.21185302734375,4.266876220703125,2.5478867862989807,20.928390502929688,0.03359594568610191,0.00107999995816499,0.0033603644399686984,-0.29452656432986263,0.5465999841690063,-0.14990000426769257
10,0.4000000000000341,-6.90216064453125,4.741424560546875,2.5482297514250183,20.934045791625977,0.045458175241947174,0.007290000095963478,0.0035722183845358513,-0.29446733035147193,-0.20479999482631683,0.4000999927520752
11,0.4399999999999977,-7.592254638671875,5.216400146484375,2.5487887833883667,20.928585052490234,0.03654557839035988,0.018880000337958336,0.003793353081397875,-0.32208925709128383,0.16349999606609344,-0.6610999703407288
12,0.4800000000000182,-8.282257080078125,5.691558837890625,2.5493047807981872,20.939367294311523,0.03630760312080383,0.023509999737143517,0.003975229818944824,-0.293684346601367,0.2313999980688095,0.8360999822616577
13,0.5200000000000387,-8.9720458984375,6.1671295166015625,2.5498007510473633,20.929168701171875,0.047256410121917725,0.005659999791532755,0.004153411420479287,-0.28886762931942944,-0.25459998846054077,0.49399998784065247
14,0.5600000000000023,-9.661468505859375,6.643096923828125,2.5503817771246338,20.938005447387695,0.036438070237636566,0.025790000334382057,0.004577746608885983,-0.28978700637817384,0.19259999692440033,0.19779999554157257
