,time,x,y,psi,vx,vy,r,steer,D,real_ax,real_ay
0,0.0,-0.0,0.0,-1.3030060529708862,11.328473091125488,-0.36431196331977844,-0.41767001152038574,-0.09627047708721988,0.7898965105414392,1.0041999816894531,-4.144599914550781
1,0.03999999999996362,-0.441864013671875,0.1034698486328125,-1.3199290037155151,11.367104530334473,-0.3517281115055084,-0.4280500113964081,-0.09719657471153811,0.7371879443526268,0.3939000070095062,-4.729400157928467
2,0.07999999999992724,-0.8867340087890625,0.2000579833984375,-1.3371080160140991,11.395045280456543,-0.3475654423236847,-0.4329400062561035,-0.09634229089048954,0.7871732443571091,1.0901999473571777,-4.474699974060059
3,0.12000000000000455,-1.334197998046875,0.289215087890625,-1.3540740013122559,11.420757293701172,-0.35531458258628845,-0.4250899851322174,-0.09552351865810149,0.8546469703316689,0.12999999523162842,-4.569300174713135
4,0.15999999999996817,-1.7841339111328125,0.37091064453125,-1.3707720041275024,11.445919036865234,-0.3532696068286896,-0.39601001143455505,-0.09475791810135256,0.8973625361919404,1.342900037765503,-4.5578999519348145
5,0.1999999999999318,-2.23699951171875,0.4462738037109375,-1.3873380422592163,11.490728378295898,-0.35685300827026367,-0.422650009393692,-0.09303706662872742,0.9079849317669869,0.3409999907016754,-4.36269998550415
6,0.2400000000000091,-2.692474365234375,0.5143585205078125,-1.4040720462799072,11.517748832702637,-0.3498561978340149,-0.41442999243736267,-0.0936865450395705,0.9116187036037445,1.0096999406814575,-4.565400123596191
7,0.2799999999999727,-3.1503143310546875,0.5753326416015625,-1.4207390546798706,11.557260513305664,-0.33187997341156006,-0.43035000562667847,-0.09300648188808354,0.9558965131640434,0.3707999885082245,-4.149899959564209
8,0.31999999999993634,-3.6100616455078125,0.62921142578125,-1.4371730089187622,11.57735824584961,-0.3313594460487366,-0.4192200005054474,-0.09105241240537312,1.0338179081678391,0.843999981880188,-4.482800006866455
9,0.36000000000001364,-4.072174072265625,0.6756591796875,-1.4534920454025269,11.629897117614746,-0.33773165941238403,-0.4011699855327606,-0.09045958442434308,1.0523717790842058,0.9959999918937683,-5.108099937438965
10,0.39999999999997726,-4.536529541015625,0.714691162109375,-1.4699139595031738,11.660334587097168,-0.33412620425224304,-0.4116699993610382,-0.0897643745441563,1.0569056153297425,0.7573999762535095,-4.418700218200684
